0,0
0,0
0,0
0,0
0,0
0,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
3,0
3,0
3,0
3,0
3,0
3,0
3,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
18,0
18,0
18,0
18,0
18,0
18,0
26,-1
26,-1
26,-1
26,-1
26,-1
38,-2
38,-2
38,-2
38,-2
38,-2
38,-2
50,-3
50,-3
50,-3
50,-3
50,-3
50,-3
50,-3
50,-3
62,-6
62,-6
62,-6
62,-6
62,-6
75,-7
75,-7
75,-7
75,-7
75,-7
75,-7
75,-7
90,-10
90,-10
90,-10
90,-10
90,-10
90,-10
103,-12
103,-12
103,-12
103,-12
103,-12
103,-12
103,-12
103,-12
103,-12
103,-12
103,-12
112,-14
112,-14
112,-14
119,-16
119,-16
119,-16
119,-16
119,-16
119,-16
119,-16
125,-17
125,-17
125,-17
125,-17
125,-17
125,-17
130,-17
130,-17
130,-17
130,-17
130,-17
130,-17
130,-17
136,-18
136,-18
136,-18
136,-18
136,-18
136,-18
141,-19
141,-19
141,-19
141,-19
141,-19
141,-19
141,-19
146,-19
146,-19
146,-19
146,-19
151,-19
151,-19
151,-19
151,-19
151,-19
151,-19
151,-19
157,-18
157,-18
157,-18
157,-18
157,-18
157,-18
157,-18
157,-18
161,-17
161,-17
161,-17
161,-17
161,-17
161,-17
165,-17
165,-17
165,-17
165,-17
165,-17
165,-17
165,-17
168,-17
168,-17
168,-17
168,-17
168,-17
171,-17
171,-17
171,-17
171,-17
171,-17
171,-17
171,-17
174,-17
