0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
-1,1
-1,1
-1,1
-1,1
-1,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-10,1
-10,1
-10,1
-10,1
-10,1
-10,1
-10,1
-18,0
-18,0
-18,0
-18,0
-18,0
-18,0
-27,-1
-27,-1
-27,-1
-27,-1
-27,-1
-27,-1
-27,-1
-39,-1
-39,-1
-39,-1
-39,-1
-39,-1
-39,-1
-53,0
-53,0
-53,0
-53,0
-53,0
-53,0
-53,0
-65,1
-65,1
-65,1
-65,1
-65,1
-65,1
-75,1
-75,1
-75,1
-75,1
-75,1
-75,1
-85,1
-85,1
-85,1
-85,1
-85,1
-94,1
-94,1
-94,1
-94,1
-94,1
-94,1
-103,1
-103,1
-103,1
-103,1
-103,1
-103,1
-103,1
-103,1
-113,1
-113,1
-113,1
-113,1
-119,1
-119,1
-119,1
-119,1
-119,1
-119,1
-119,1
-126,0
-126,0
-126,0
-126,0
-126,0
-126,0
-126,0
-132,-1
-132,-1
-132,-1
-132,-1
-132,-1
-132,-1
-132,-1
-138,-2
-138,-2
-138,-2
-138,-2
-138,-2
-138,-2
-145,-4
-145,-4
-145,-4
-145,-4
-145,-4
-145,-4
-145,-4
-150,-5
-150,-5
-150,-5
-150,-5
-150,-5
-150,-5
-156,-6
-156,-6
-156,-6
-156,-6
-156,-6
-156,-6
-161,-7
-161,-7
-161,-7
-161,-7
-161,-7
-161,-7
-161,-7
-161,-7
-164,-8
-164,-8
-164,-8
-164,-8
-164,-8
-164,-8
-164,-8
-164,-8
